movie_id,title,text
1635,The Island,"2005in 2019 lincoln six-echo is a resid of a seemingli ""utopian"" but contain facility. like all of the inhabit of thi carefully-control environ lincoln hope to be chosen to go to the island — reportedli the last uncontamin locat on the planet. but lincoln soon discov that everyth about hi exist is a lie.act thriller sciencefict adventureclon transplant ""loveofoneslife"" dystopia genet freedom escap clone plagueewanmcgregor scarlettjohansson djimonhouns seanbean stevebuscemi michaelclarkeduncan ethanphillip brianstepanek noatishbi siobhanflynn troyblendel jamiemcbrid kevinmccorkl garynicken kathleenroseperkin katyboy wendyhain glennmorshow shawneesmith maxbak philabram svetlanaefremova randyoglesbi yvettenicolebrown taylorgilbert timhalligan michaelcanavan jimmysmagula bentolpin richhutchman gonzalomenendez oliviatracey rayxifo marypatgleason whitneydylan mitzimartin shelbyleverington doncreech richardv.licata chriselli ericstonestreetdenisechamian paulrubel michaelbay michaelbay michaelpayn walterf.park christianwagn johnfrazi ianbryc deborahlynnscott seanhaworth ericbrevig nigelphelp jonbillington kennyb dinodimuro rosemarybrandenburg christopherassel alexkurtzman robertoorci caspiantredwell-owen caspiantredwell-owen stevejablonski maurofior danielj.lest davidsandefur martinwhist katheswanson kurtbryant michaeldeak kimareelong davida.whittak gregfunk delspiva edouardf.henriqu kimm.holli dottiestarl nancynug frederickh.stahli ariccheng karenvassartriest jeaniebak patrickj.foley davidwerntz karengolden yolandatoussieng karenbakerland peterstaubl chrishogan danhegeman jimschwalm davemcmoyl stephenlotwi nancycollini christineglobkesaricyour time will come...th island"
36557,Casino Royale,"2006le chiffr a banker to the ""worlds"" terrorist is schedul to particip in a high-stak poker game in montenegro where he intend to use hi win to establish hi financi grip on the terrorist market. M send bond – on hi maiden mission as a 00 agent – to attend thi game and prevent Le chiffr from winning. with the help of vesper lynd and felix leiter bond enter the most import poker game in hi alreadi danger career.adventur action thrilleritali poker casino terrorist banker money freerun tortur britishsecretservic montenegrodanielcraig evagreen madsmikkelsen judidench jeffreywright giancarlogiannini caterinamurino simonabkarian isaachdebankolé jesperchristensen ivanamiličević tobiasmenzi claudiosantamaria sebastienfoucan malcolmsinclair richardsammel ludgerpistor josephmillson darwinshaw clemensschick emmanuelavena tomchadbon ade urbanobarberini tsaichin lazarristovski veruschkavonlehndorff charlielevileroy tomso andreasdaniel carlosl christinacol jürgentarrach johngold jerryinzerillo dianehartford jessicamil leostranski paulbhattacharje crispinbonham-cart simoncox rebeccageth peternotley johnchanc peterbrook jasondurran robertjezek robertg.slad félicitédujeu michaelaochotská michaeloffei makhoudiadiaw michaelg.wilson martinaduravolá marcelamartincáková vladimirkulhavi valentinenonyela dusanpelech philmeheux alessandraambrosio veronikahladikova reginagabajová olutunjiebun-col martinucík vlastinasvátková miroslavšimůnek ""ivangvera"" jirílenc jaroslavjankovski lascoatkin richardbranson martincampbel taracardin bencook nigelpilkington simonaroman victorsobchak valarietrapp gregbennettmichaellamont paulhaggi stuartbaird ianflem peterlamont davidarnold martincantwel peterfr lindyhem stevenlawr jamesboyl debbiemcwilliam barbarabroccoli martincampbel philmeheux charliewoebcken jeanbourn peterburgi simonwakefield eddyjoseph brucemoriarti jamesharrison alexanderwitt robertwad nealpurvi brendandonnison greggwilson michaelg.wilson stephenelson ginoderossi stuartmorton béatricekrug janhogevold daviddecio jasmintorbati jobeckett billya.campbel jameshambidg wayneanthoni camilla-valentineisola dangrac leesandal martinbodi simonlamont dominicmast lauramcintosh gabrieladolenska thomasjon sarahrobinson martinater-akopowá carlwilson tyteig catherinehaugh heathercarey dominicgibb angelabarson jaymaid peterdorm eddieknight clivejackson jirihusak chrisburdon marktaylor susieallnutt guybradley mikeprestwoodsmith ianwhiteford garypowel jaromirsedina jaromirsedina mikevalentin pauledward paulhank johnmarzano pavelcajzl loriwy valwardlaw colinritchi ianwaggott olivertarney simonchas hanasurkalova sabrinaallaria janinemodd chrisbrock mollysol jackwhittak pavelsagn markmichael aledrobinson juliawigginton robertow.contrerasd. rogerpearc karlmorgan leeknight larryd.horrick warwicksloss ronniephillip nicholasroche-gordon patriciesoptenková mariastroka katebaird rajeshrajil jirifleisch simonaserafini robinhigg steveharvey flaxglor lindagambl eddiefolcarelli nicolacatullo amintatownshend lauramil consuelobidorini lorenzomarangoni lisaromano lesawarren jakubdvorak melissalackersteen lucamarcoparacel robinwhittak matthewbinn adammoo vanessabak leeeldr paulinehumeeveryon ha a past. everi legend ha a beginning.casino royal"
11322,Public Enemies,"2009depression-era bank robber john ""dillingers"" charm and audac endear him to much of ""americas"" downtrodden public but ""hes"" also a thorn in the side of J. edgar hoover and the fledgl fbi. desper to captur the elus outlaw hoover make dilling hi first public enemi number one and assign hi top agent melvin purvi the task of bring him in dead or alive.histori crime dramacinema hidingplac machinegun prisonguard escapefromprison dillingerchristianbal johnnydepp giovanniribisi billycrudup marioncotillard emiliederavin channingtatum leeleesobieski domenicklombardozzi stephenlang careymulligan jamesrusso davidwenham christianstolt jasonclark johnjudd stephendorff michaelvieau johnkishlin wesleywalk johnscherp elenakenney williamnerojr. donfry brankakatić stephengraham michaelsasson rorycochran madisondirk caseysiemaszko johnmichaelbolg peterdefaria jonathanmacchi jeffshannon robynleannscott billcamp johnortiz richardshort randyryan shawnhatosi kurtnaebig johnhoogenakk adammucci rebeccasp dianakral shanynleigh lilitaylor stephenspenc rickueckeravykaufman robertdeniro colleenatwood michaelmann michaelmann michaelmann paulrubel bonnietimmermann stevenrosenblum janerosenth pattyyork elliotgoldenth ""donnaoneal"" williamladdskinn patricklumb rosemarybrandenburg dantespinotti nathancrowley jeffreyford billtaylor annbiderman g.macbrown kevinmish danielchuba bryanburrough ronanbennett syddutton catherinesudolcan davidbach davidbach robertstadd kenblackwel drewrosa clairehedlund johnroesch robertodeang johnjosephthoma nancymccrumb karenmcdonald janeg leebazakharov cherylbeasleyblackwel laurenritchi bryano.watkin loisj.drabkin kimle bobe.krattig jeremypeirson aliciaaccardo jaycheng dickedward petermountain jennele alysondeemoor laurentkossayan hughwaddel hughwaddel jeremybradley lucasbielan marytallman thomasjon thomasjon mikehopkin mikehopkin nickmonton brucetani mikechiado garyjay fatimarobinson jamesmorioka michaeldiers jacksonyu russellfarmarco russellfarmarco christinel.cantella brunovanzeebroeck cameronsteenhagen cameronsteenhagen donparson jenniferjobst tomlalley johngrillo emanuelmillar terryatchison agnesm.gibicar bobkretschm conordooley amberjordyn laurakaminski amandamclaughlin jeannievanko markblecha rebekahburgess howardfannon billguiett harrylu brandonwalston nilesroth johnp.friday charlesjimenez robertkrzeminski jamesw.apt chriscueva dominicnapolitano jenralston sandyberman brianscottold lesliewebbamerica most wanted.publ enemi"
4982,American Gangster,"2007follow the death of hi employ and mentor bumpi johnson frank luca establish himself as the number one import of heroin in the harlem district of manhattan. He doe so by buy heroin directli from the sourc in south east asia and he come up with a uniqu way of import the drug into the unit states. base on a true story.drama crimeunderdog blackpeopl drugtraff drugsmuggl societi ambit riseandfal cop drugdeal policecorrupt gangster crime policedetect famili lawenforc aftercreditssting dishonesti criminalheroesdenzelwashington russellcrow chiwetelejiofor joshbrolin lymarinad tedlevin rogerguenveursmith johnhawk rza yulvazquez malcolmgoodwin rubyde rubensantiago-hudson carlagugino skylerfortgang johnortiz cubagoodingjr. armandassant kathleengarrett joemorton ritchiecost idriselba common t.i. kevincorrigan kadeestrickland chancekelli larrymitchel ""tomorourke"" barik.willerford albertjon j.kylemanzay quishasaund robertfunaro jonpolito robertc.kirk jondevri jimr.coleman gavingraz lindapowel normanreedu eddierous maryannurbano cedricsand rogerbart ericsilv sayconsengbloh conorromero danielhilt danielfarch jasonfurlani chrismckinney ricyoung danmoran chuckcoop keving hamiltoncl samfre joeyklein scottdillin anthonyhamilton sarahhudnut tysonhal bryantpearson alsanto nevillewhit jeffmantel panamaredd fab5freddi fatimarobinson celestinera moniquelea-gal shannonmacmillan latonyatolbert cicilydaniel brianalbanes briankeithallen ephraimbenton myocampbel johncenatiempo j.w.cort ""crisdannunzio"" ernestd michaeldendekk markdiconzo kevinvandoorsla moniquedupre josephferrant eddiegoin kelvinhal johnathanhallgrey gabrielhansen jermelhoward hristohristov atiflani artiepasqual nickpoltoranin kevinpinassi paularitti billysmith aijaterauda philippevonlanthen clarencewilliamsiii bradleewind raywinet doloreswinn tammyvaughn francesmignano tinalorrain louisrosarioavykaufman briangraz ridleyscott ridleyscott brankolustig jantyy arthurmax pietroscalia stevenzaillian stevenzaillian jonathanfilley lesliee.rollin nicholaspileggi harrissavid betha.rubino dinodimuro christopherassel perhallberg nicholaslundi markjacobson michaelcostigan jameswhitak marcstreitenfeld apichartchusakul muhammadali joefrazi johncenatiempo kimareelong craighaagensen larrymcconkey larrymcconkey billyrich delspiva g.a.aguilar anthonyhamilton hartselltaylor jontitl frederickh.stahli felicediamond carlfullerton bobbeem michaelminkl angelaquil teresakelli karenbakerland peterstaubl robharri danhegeman bertreoanderson kennethwalk marya.kelli elizabethgreenberg kathynelson davidle williamsarokin davidorr georgeleong juliag.hickman gabrielhansen mattbladesther are two side to the american dreamamerican gangster"
18487,The Taking of Pelham 1 2 3,"2009arm men hijack a new york citi subway train hold the passeng hostag in return for a ransom and turn an ordinari ""days"" work for dispatch walter garber into a face-off with the mastermind behind the crime.thril drama crimehostag newyorkc newyorksubway subwaytrain stockmarket motorcyclecrash subwaytunnel aftercreditsstingerdenzelwashington johntravolta luisguzmán victorgojcaj johnturturro jamesgandolfini michaelrispoli ramónrodríguez chancekelli alicekremelberg jasonbutlerharn johnbenjaminhickey alexkaluzhski gbengaakinnagb katherinesigismund jakesiciliano garybasaraba tonyepatano aunjanueelli tyjon jonathanrau billydevlindenisechamian chrislebenzon tonyscott brianhelgeland reneeehrlichkalfu harrygregson-william johngodey tobiasa.schliessl davidswayz richardbaratta toddblack jasonblumenth chrisseag reginagrav toddkleitsch thomasbeal gaila.fitzgibbon ricotorr tomnelsoni cant get it out of my head. Im gonna die today.th take of pelham 1 2 3"
39451,Little Fockers,"2010it ha taken 10 year two littl focker with wife pam and countless hurdl for greg to final get in with hi tightli wound father-in-law jack. after the cash-strap dad take a job moonlight for a drug compani ""jacks"" suspicion about hi favorit male nurs come roar back. when greg and ""pams"" entir clan descend for the ""twins"" birthday parti greg must prove to the skeptic jack that ""hes"" fulli capabl as the man of the house.comedi romancenurs cat father-in-law vomit kidsandfamili viagra duringcreditsstingerrobertdeniro benstil owenwilson dustinhoffman barbrastreisand teripolo blythedann jessicaalba harveykeitel lauradern colinbaiocchi daisytahan robertmiano sergiocalderón jordanpeel olgafonda lakshsingh garysieversrobertdeniro remiadefarasin paulweitz janerosenth jayroach larrystuckey johnhamburg johnhamburg stephentraskkid bring everyon closer right?littl focker"
27581,The Other Guys,"2010nypd detect christoph danson (johnson) and p.k. highsmith (jackson) are the baddest and most belov cop in new york city. they ""dont"" get tattoo other men get tattoo of them. two desk over and one back sit detect allen gambl (ferrell) and terri hoitz (wahlberg). ""youve"" seen them in the background of photo of danson and highsmith out of focu and eye closed. ""theyre"" not hero ""theyre"" ""the other guys."" but everi cop ha hi or her day and soon gambl and hoitz stumbl into a seemingli innocu case no other detect want to touch that could turn into ""nycs"" biggest crime. ""its"" the opportun of their live but do these guy have the right stuff?act comedi crimenarr ceo firetruck shotintheshould ziplin buddycomedi carjack aftercreditssting duringcreditsstingerwillferrel markwahlberg evamend samuell.jackson dwaynejohnson michaelkeaton brettgelman raystevenson royt.anderson larnellstoval stevecoogan robriggl damonwayansjr. bobbycannaval brookeshield annehech zachwood adammckay benschwartz andybuckley robhuebel nataliezea lindsaysloan ice-t horatiosanz thomasmiddleditch derekjet rosieperez tracymorganjonbrion oliverwood willferrel patrickcrowley brentwhit adammckay adammckay adammckay jimmymil chrishenchywhen the cop are busy... our onli hope is...th other guy"
9268,Eraser,"1996u.s. marshal john kruger eras the ident of peopl enrol in the wit protect program. hi current assign is to protect lee cullen ""whos"" uncov evid that the weapon manufactur she work for ha been sell to terrorist groups. when kruger discov that ""theres"" a corrupt agent within the program he must guard hi own life while tri to protect ""lees.""act drama mysteri thrillersuicid ambush showdown hostag traitor newident hitman wit witnessprotect armsdeal decept betray treason conspiraci u.s.marsh gunfight train explos violenc sabotag corporatecrim rogueag assassinationattempt x-rayvis railgunarnoldschwarzenegg jamescaan vanessawilliam jamescoburn robertpastorelli jamescromwel dannynucci nickchinlund michaelpapajohn joeviterelli markrolston johnslatteri robertmiranda romamaffia melorawalt olekkrupa skippsudduth andyromanoalansilvestri dougjackson bubasman bonnietimmermann michaeltronick adamgreenberg jeffdawn samuelc.crutch walongreen walongreen williamladdskinn billkenney garrettlewi richardbruno arnoldkopelson annekopelson chuckrussel chuckrussel tompriestleyjr. terryd.fraze joelkram michaeltadross normank peterm.tobyansen michaelst.hilair joelhynek tonypuryear tonypuryear stephenjoelbrown frankcapraiii carolinepham mikebenson dawnsnyd scottleberecht michaels.chernuchin brucemcbroom deniseream moshelevin jeffreyj.haboush kevine.carpent jamesj.kling alanrobertmurray lucycoldsnow-smith josephf.valentin willkaplan patrickj.foley johnf.reynold christophers.aud johnvossbondsjr. kennethkarman michaelgleason catherineflynn marvinsalsberg stevenewman jessicagallavan michaell.fink petertothp johne.sullivan louislazzara beatricedealba jimkail walternewman patrickbietz daynejohnson joeolsen dennisj.parrish davenewhous jerelynj.hard katecrossley lisafish patricedinhut hugopeña wayner.campbel dawnc.dreil susanmalerstein rogerhuynh alisone.mcbrydeh will eras your past to protect your future.eras"
68718,Django Unchained,"2012with the help of a german bounti hunter a freed slave set out to rescu hi wife from a brutal mississippi plantat owner.drama westernbountyhunt hero plantat societi friendship friend reveng rivalri rescu shootout racism danger dentist django dualrol aftercreditssting oddcoupl blackslav deadli chasesandrac 19thcenturyjamiefoxx christophwaltz leonardodicaprio kerrywashington samuell.jackson waltongoggin dennischristoph jamesremar davidsteen danagourri nicholegalicia lauracayouett atoessandoh sammirotibi claydonahuefontenot escalantelundi miriamf.glov donjohnson franconero jamesrusso tomwopat donstroud russtamblyn ambertamblyn brucedern m.c.gainey cooperhuckabe docduham jonahhil leehorsley zoëbel michaelbowen robertcarradin jakegarb tedneeley jamespark tomsavini michaelpark johnjarratt quentintarantino amaricheatom keithjefferson marcushenderson lilchuuch kinet louisestratten kimrobillard shanastein shannonhazlett jacklucarelli victoriathoma gracecollin sharonpierre-loui christopherberri kimcollin danerhod j.d.evermor rexlinn michaelbacal ronanhic nedbellami davecoennen danièlewatt joneyez omarj.dorsey evanpark craigstark brianbrown ritchiemontgomeri nicholasdashnaw jarrodbunch kerrysim jamalduff toddallen lewissmith keniarynmitchel jakelmarshal carlsingleton ashleytoman johnmcconnel markamo ""monicareneeanderson"" marshastephanieblak catherinelambert deborahayorind takaraclark kimberleydrummond tenajl.jackson carlbailey rossp.cook gregoryallengabroy genekevinhamesjr. sethbailey davidg.bak richiej.ladn glenwarn keshabullard edwardj.clar jordonmichaelcorbin mikedemil santanadrap garygrubb justinhal jacquelyntwodatjackson sandralinz kaseyjam skipperlandri eltonleblanc cindymah johnnyotto belindaowino erinpickett markulano mistyupham edrickbrownerobertrodriguez quentintarantino quentintarantino robertrichardson harrycohen victoriathoma bobweinstein harveyweinstein jamesw.skotchdopol jamesw.skotchdopol rza michaelshamberg staceysh richardroundtre sachabaroncohen kurtrussel j.michaelriva lesliea.pop timmonich tonylamberti davidf.klassen sharendavi franconero pagebuckn jeffreyj.dashnaw josephgordon-levitt fredraskin martinkitross gregorynicotero luisbacalov reginaldhudlin andrews.eisen andrews.eisen ladygaga brandenspenc iankincaid drormohar shannonmcintosh maralepere-schloop larrymcconkey pilarsavon garya.heck ginocrognal ""gregdauria"" jakegarb elaineramir garymarullo mandidillin michaelhertlein wyliestateman russellr.anderson cuitlahuacmoralesvelazquez laurimil andrewcoop johnc.stuv hebathorisdottir hopem.parrish mollyallen robbboyd michaelminkl tinaanderson mollymikula victoriawood deidradixon marca.hamm willcasey michaeld.wilhoit tysuelahill-scott renéetondelli a.welchlambeth steveduncan siangrigg camillefriend calebguillott laurenabi brianwalk juliestark josephguerino keirowan-young brucedelcastillo markamo craigbranham yvanluca maryramo markulano cindymah williampaulclark williampaulclarklif liberti and the pursuit of vengeance.django unchain"
76163,The Expendables 2,2012mr. church reunit the expend for what should be an easi paycheck but when one of their men is murder on the job their quest for reveng put them deep in enemi territori and up against an unexpect threat.act adventur thrillerairplan numberintitl airplanecrash violenc beard ensemblecast lossoffriend wisecrackhumor airportloung asianwomansylvesterstallon jasonstatham dolphlundgren brucewilli arnoldschwarzenegg jean-claudevandamm chucknorri scottadkin liamhemsworth jetli randycoutur terrycrew charismacarpent nikolettenoel nanyu amandaoom georgezlatarevshellyjohnson keithpain ellenheu markpeterson jasonconstantin harveyharrison simonwest sylvesterstallon kevinkingtempleton boazdavidson lesweldon dannylern avilern richardwenk richardwenk johnthompson stevenramirez kenkaufman trevorshort dannydimbort guymoncasadi paulcross stever.moor basiliwanyk lorenzosenator mariannestanicheva emiltopuzov sonyasavova todde.mil jonfeltheim inadamianova chrisdavid scottcoult antonbakarski lizzwolf ivanranghelov rossw.clarkson christophereakin davidagosto attilaszalay orlinruevski bobcorff scotteddo valentinamladenova adama.makin yanastoyanova jasminavasileva yossifmladenov joelisanti orlingrozdanov annahadzhieva dianhristov annagelinova asenkaranikolov denitzadaverova shellystoyanova danailhadzhiyski alexanderkrumov alexeikaragyaur stefanmanchev dirkbuchmann kalinnikolov brucelomet frankmasi yuliansvilenov gabrielj.serrano timlim ajoymani simeonasenov angelinaborisowa johnmarzano nicoleven melizahanguiano henrytirl deswhelan jesseehredt davidmcgil sofihvarleva ivailonikolov davidesparza nikolaypachov abhinavsah hristogenkov anetavelizarkounova greggbrilli pablojoséfuert marksahagun valentinvalov alexandervalev michaelapplebaum paulineseag petyasimeonova alexanderkotsev kirildimov azizacar kunalras sanjotsonalkar stefantchakarov stalinsaravanan asimahmad patriciagorman lubomirevtimov lorigrabowski rebeccaqinjiang tzankomatchukliski dhumalsagarback for war.th expend 2
2486,Eragon,"2006in hi homeland of alagaesia a farm boy happen upon a ""dragons"" egg -- a discoveri that lead him on a predestin journey where he realiz ""hes"" the one person who can defend hi home against an evil king.fantasi action adventur familybasedonnovel mythicalcreatur dragon fantasyworld teenagehero basedonyoungadultnoveledspel jeremyiron siennaguillori robertcarlyl djimonhouns garretthedlund jossston rachelweisz johnmalkovich alunarmstrong christopheregan garylewi stevespeir carolinechikezi richardrifkinchrislebenzon johndavi priscillajohn peterbuchman wyckgodfrey mindymarin kymbarrett wolfkroeg masahirohirakubo patrickdoyl rogerbarton rogerbarton andyarmstrong helenjarvi hughjohnson stefenfangmei christopherpaolini gilnett chrissym adamgoodman samirhoon michaelj.mcalist gáborpiroch jamesbamford veneil j.j.makaroa dark fall the last dragon will choos it rider.eragon"
16523,Where the Wild Things Are,"2009max imagin run away from hi mom and sail to a far-off land where larg talk beast -- ira carol dougla the bull judith and alexand -- crown him as their king play rumpu build fort and discov secret hideaways.famili fantasy""childrensbook"" igloo wolfcostum swallowedwhol hitwitharock lie fallingdownahil snowballfight ""childrensperspectives""maxrecord catherinekeen laurenambros jamesgandolfini ""catherineohara"" forestwhitak markruffalo pepitaemmerich madeleinegreav joshuajay stevemouzaki pauldano michaelberryjr. chriscoop ryancorr maxpfeif spikejonzetomhank spikejonz spikejonz vincentlanday garygoetzman johnb.carl daveegg mauricesendak mauricesendakther one in all of us.wher the wild thing are"
37710,The Tourist,"2010american tourist frank (johnni depp) meet mysteri british woman elsi (angelina jolie) on the train to venice. romanc seem to bud but ""theres"" more to her than meet the eye. remak of the 2005 french film ""anthoni zimmer"" written and direct by jérôme salle.act thriller romancepari hotel falseident undercoverag romancejohnnydepp angelinajoli paulbettani timothydalton stevenberkoff rufussewel christiandesica alessioboni danielepecci giovanniguidelli raoulbova brunowolkowitch julienbaumgartn françoisvincentelli clémentsiboni jean-claudeadelin jean-marielamour nicolasguillot mhamedarezki igorjijikin vladimirorlov vladimirtevlovski alecutgoff markzak nerimarcorè gabrielegallinari riccardodetorrebruna mauriziocasagrand ninofrassica gwilymle stevenrobertson iddogoldberg renatoscarpa giancarlopreviati giovanniesposito marinonarduzzi tinogiada brunobilotta ralfmoel marcruchmann massimilianobelsito francescanerozzi rominacarancini jenniferiacono claudiamancinelli anoushkaravanshadannapinnock lloydphillip colleenatwood jamesnewtonhoward susiefiggi jonhutman johnseal joehutsh rogerbirnbaum garybarb patriciarommel johnbernard marcotrentini jeffreynachmanoff florianhenckelvondonnersmarck florianhenckelvondonnersmarck christophermcquarri julianfellow grahamk jonathanglickman jérômesal timheadington ""denisosullivan"" oliviercourson ronhalpern suziturnbul susannacodognato adamrosenberg davidnichol bahmannaraghiit all start when he met a womanth tourist"
9946,End of Days,"1999on decemb 28th 1999 the citizen of new york citi are get readi for the turn of the millennium. howev the devil decid to crash the parti by come to the citi inhabit a ""mans"" bodi and search for hi chosen bride a 20-year-old woman name christin york. the world will end and the onli hope lie within an atheist call jericho cane.act fantasi horror mysterychristian sex ""newyearseve"" pastor nuditi mephisto nightmar bibl satanist faith ex-cop anti-christ millenium atheist suspens priest hospit train newyorkc explos church violenc devil womaninjeopardi satan flashback stigmataarnoldschwarzenegg gabrielbyrn kevinpollak robintunney cchpounder rodsteig ""derrickoconnor"" miriammargoly udoki markmargoli jonnybogri victorvarnado ""michaelohagan""jackieburch johndebney scottmartingershin jeffdawn bradgoodman stevenkemp keithmarbori charlesdaboubjr. tonylamberti marcabraham christopherassel christopherassel thomasl.fish mauroborrelli mayashimoguchi williamm.elvin peterhyam peterhyam armyanbernstein richardholland ""pamelladpella"" nancyraeston dennisrog andreww.marlow andreww.marlow billborden thomasa.bliss stanwinston davidcolli jeffgullo garyfetti denisepinckley donorlando angelaheald jamesmoriana jeffreywilhoit alhobb gregberri charissecardena michaelscott kerryanncarmean marylamarmahl pauldeason pauldeason bobbiemannix gaila.fitzgibbon michaelsaccio stevecalla juanm.garcía scottr.fish dennycaira stephens.campanelli mitchells.drain chereewelsh dawnbrown victorrayenni davidjam hopem.parrish triciaronten juliak.levin stevem.davison ianhunt ianhunt laurenstephen franka.montaño mikeshannon jameswright michaelminkl stevenj.winslow zaderosenth alanscott davidnorri ""johnd.j.desjardin"" zekemoral thomasa.carlson lauraharrisatkinson joelholland jamesr.tyn garynolin hectorc.gika kostasar petertothp jenniferbel louislazzara kurtv.hulett gregoryj.barnett michaeld.wilhoit scottsand j.patrickdaili michaelferri daynejohnson justinditt kennethhardi jeffreybeck kurtwilliam ericdurst michaelp.may charliemcintyr raybonik kokayiampah carriegerlach michaelharo walterzieska kellyoxford g.marqroswel peteanthoni adamkhalid philheto jeffglueck genes.cantamessa jamesdoh brandoncraig timgonzal robertwest peterolexiewicz harrylu leonelpedraza kennychaplin toddbassman johnarmstrong howardvelasco kennethau francismeadewarn ismaelaraujojr. craigdyer davidl.bel cevinkey ralphpeterson paulshanedurazo justinblaustein ivyborg shawnkautz gregbradn paulciancetta bradduenkel angelapeabodi ivandewolf andersericson chadj.hellmuthprepar for the end.end of day"
